device_id,timestamp,ax,ay,az,azimuth,pitch,roll,lat,lon,speed
bike_v1,1763574048960,1.48919,7.86256,6.91685,-91.86004,-32.0154,1.0397,22.59427,88.43325,0
bike_v1,1763574048978,1.93451,5.84664,8.69335,-104.20022,-48.01665,12.15028,22.59427,88.43325,0
bike_v1,1763574048998,0.67038,6.6056,7.67821,-110.65244,-33.28427,12.54552,22.59427,88.43325,0
bike_v1,1763574049018,0.38068,7.16824,6.46674,-97.0069,-40.59807,4.98978,22.59427,88.43325,0
bike_v1,1763574049038,0.55067,6.34224,8.64786,-94.0235,-47.8959,3.36895,22.59427,88.43325,0
bike_v1,1763574049058,1.87466,6.39252,6.31351,-95.74729,-36.20064,3.64348,22.59427,88.43325,0
bike_v1,1763574049078,0.01676,7.50103,6.66546,-110.53653,-44.14612,16.53765,22.59427,88.43325,0
bike_v1,1763574049098,0.35913,5.63116,13.65413,-90.17062,-48.37546,0.14406,22.59427,88.43325,0
bike_v1,1763574049118,2.90896,6.52659,9.09557,-93.84711,-22.40498,1.50664,22.59427,88.43325,0
bike_v1,1763574049139,0.61531,5.2433,4.19225,-117.30735,-34.35083,17.73537,22.59427,88.43325,0
bike_v1,1763574049158,0.26576,7.94396,6.44759,-99.28777,-51.058,8.34987,22.59427,88.43325,0
bike_v1,1763574049180,-0.75896,4.96079,5.57131,-92.65432,-50.91226,2.36028,22.59427,88.43325,0
bike_v1,1763574049198,1.7765,4.85305,13.60625,-79.3923,-41.42093,-7.75747,22.59427,88.43325,0
bike_v1,1763574049219,2.08535,6.38055,9.39006,-110.9026,-19.47746,7.43874,22.59427,88.43325,0
bike_v1,1763574049239,0.5387,5.60004,5.5737,-110.46149,-33.55788,12.52107,22.59427,88.43325,0
bike_v1,1763574049264,-0.15562,5.27682,9.2488,-96.99364,-45.00186,5.52046,22.59427,88.43325,0
bike_v1,1763574049281,2.94726,7.28556,8.81306,-88.14117,-29.70303,-0.96399,22.59427,88.43325,0
bike_v1,1763574049298,1.93451,6.41646,6.90967,-115.89068,-38.09642,18.49097,22.59427,88.43325,0
bike_v1,1763574049318,1.17076,5.93523,4.57293,-110.51302,-41.8042,15.64077,22.59427,88.43325,0
bike_v1,1763574049340,0.80685,5.40611,8.26957,-105.57966,-51.504,14.36046,22.59427,88.43325,0
bike_v1,1763574049717,3.84988,5.87298,12.50252,-89.14124,-14.25273,-0.21364,22.59427,88.43325,0
bike_v1,1763574049737,2.56658,5.50906,3.86424,-125.29463,-24.17728,17.11506,22.59427,88.43325,0
bike_v1,1763574049759,0.26097,6.11,-0.66798,-123.94723,-49.90074,33.59165,22.59427,88.43325,0
bike_v1,1763574049778,0.46926,6.32788,5.21936,-104.36799,-83.30564,21.33965,22.59427,88.43325,0
bike_v1,1763574049797,1.28569,2.68629,13.74032,-95.82378,-50.37024,5.13755,22.59427,88.43325,0
bike_v1,1763574049817,4.47237,9.6606,8.18578,-115.88721,-11.01512,5.34562,22.59427,88.43325,0
bike_v1,1763574049837,1.96564,4.59687,12.28944,-121.91387,-46.00391,28.65036,22.59427,88.43325,0
